index;City;State;city-state;Latitude;Longitude;Population;AlternateNames;isStateCapital
467;Hacılar;Bingöl;Hacılar, Bingöl;39.099;40.823;955.0;;False
468;Hazarşah;Bingöl;Hazarşah, Bingöl;39.008;40.89;1503.0;;False
469;Ilıcalar;Bingöl;Ilıcalar, Bingöl;38.981;40.679;3004.0;;False
470;Kargapazarı;Bingöl;Kargapazarı, Bingöl;39.313;41.097;1354.0;;False
471;Karlıova;Bingöl;Karlıova, Bingöl;39.299;41.014;8304.0;;False
472;Kiğı;Bingöl;Kiğı, Bingöl;39.314;40.346;2773.0;;False
473;Sancak;Bingöl;Sancak, Bingöl;39.094;40.387;2532.0;;False
474;Sarıçiçek;Bingöl;Sarıçiçek, Bingöl;40.444;39.856;1913.0;;False
475;Servi;Bingöl;Servi, Bingöl;38.572;40.321;1097.0;;False
476;Solhan;Bingöl;Solhan, Bingöl;38.961;41.054;20410.0;;False
477;Sudüğünü;Bingöl;Sudüğünü, Bingöl;39.047;40.432;1174.0;;False
478;Taşlıçay;Bingöl;Taşlıçay, Bingöl;39.28;40.959;1451.0;;False
479;Toklular;Bingöl;Toklular, Bingöl;39.263;40.982;1214.0;;False
480;Yayladere;Bingöl;Yayladere, Bingöl;39.23;40.07;945.0;;False
481;Yedisu;Bingöl;Yedisu, Bingöl;39.434;40.545;1470.0;;False
482;Yenibaşlar;Bingöl;Yenibaşlar, Bingöl;38.997;40.686;1318.0;;False
483;Yenidal;Bingöl;Yenidal, Bingöl;38.921;40.924;975.0;;False
484;Yiğitharman;Bingöl;Yiğitharman, Bingöl;38.991;40.968;1052.0;;False
485;Yiğitler;Bingöl;Yiğitler, Bingöl;39.183;40.793;1271.0;;False
486;Adilcevaz;Bitlis;Adilcevaz, Bitlis;38.805;42.735;15180.0;;False
487;Ahlat;Bitlis;Ahlat, Bitlis;38.756;42.493;28904.0;;False
488;Akçıra;Bitlis;Akçıra, Bitlis;38.851;43.098;1018.0;;False
489;Arıdağ;Bitlis;Arıdağ, Bitlis;38.346;42.164;1011.0;;False
490;Arpalıseki;Bitlis;Arpalıseki, Bitlis;38.497;41.799;952.0;Çimen, Yüksekova;False
491;Aşağıkolbaşı;Bitlis;Aşağıkolbaşı, Bitlis;38.544;42.113;1107.0;;False
492;Aşağısüphan;Bitlis;Aşağısüphan, Bitlis;38.824;42.874;1058.0;;False
493;Aydınlar;Bitlis;Aydınlar, Bitlis;38.89;42.938;1990.0;;False
494;Bahçedere;Bitlis;Bahçedere, Bitlis;38.801;42.638;1074.0;;False
495;Benekli;Bitlis;Benekli, Bitlis;38.54;42.23;1211.0;;False
496;Bitlis;Bitlis;Bitlis, Bitlis;38.4;42.108;54567.0;;True
497;Boğazönü;Bitlis;Boğazönü, Bitlis;38.461;41.772;1118.0;;False
498;Çığır;Bitlis;Çığır, Bitlis;38.469;41.828;1567.0;;False
499;Değirmen;Bitlis;Değirmen, Bitlis;38.606;41.989;2384.0;Değirmenköy;False
500;Değirmenaltı;Bitlis;Değirmenaltı, Bitlis;38.43;42.174;1094.0;;False
501;Döküktaş;Bitlis;Döküktaş, Bitlis;37.997;42.633;1010.0;;False
502;Erler;Bitlis;Erler, Bitlis;38.484;41.728;838.0;;False
503;Gayda;Bitlis;Gayda, Bitlis;38.173;42.391;1181.0;;False
504;Gölbaşı;Bitlis;Gölbaşı, Bitlis;38.644;42.098;4531.0;;False
505;Göldüzü;Bitlis;Göldüzü, Bitlis;38.819;43.018;1530.0;;False
506;Günkırı;Bitlis;Günkırı, Bitlis;38.589;41.969;4609.0;;False
507;Güroymak;Bitlis;Güroymak, Bitlis;38.577;42.02;26445.0;;False
508;Güzelli;Bitlis;Güzelli, Bitlis;38.656;42.103;909.0;;False
509;Güzelsu;Bitlis;Güzelsu, Bitlis;38.759;42.192;1808.0;;False
510;Heybeli;Bitlis;Heybeli, Bitlis;38.949;43.042;766.0;;False
511;Hizan;Bitlis;Hizan, Bitlis;38.225;42.428;12827.0;;False
512;İkizler;Bitlis;İkizler, Bitlis;38.564;41.609;1233.0;;False
513;Kavakbaşı;Bitlis;Kavakbaşı, Bitlis;38.483;41.82;1718.0;;False
514;Kavuştuk;Bitlis;Kavuştuk, Bitlis;38.813;43.064;907.0;;False
515;Kireçtaşı;Bitlis;Kireçtaşı, Bitlis;38.359;42.096;1176.0;;False
516;Kıyıdüzü;Bitlis;Kıyıdüzü, Bitlis;38.575;42.38;1366.0;;False
517;Koyunlu;Bitlis;Koyunlu, Bitlis;38.495;41.851;1016.0;;False
518;Küçüksu;Bitlis;Küçüksu, Bitlis;38.442;42.323;955.0;;False
519;Küllüce;Bitlis;Küllüce, Bitlis;38.551;41.935;1006.0;;False
520;Mutki;Bitlis;Mutki, Bitlis;38.41;41.921;3036.0;;False
521;Oduncular;Bitlis;Oduncular, Bitlis;38.568;42.17;1002.0;;False
522;Ovakışla;Bitlis;Ovakışla, Bitlis;38.821;42.326;3928.0;;False
523;Sarıkum;Bitlis;Sarıkum, Bitlis;38.619;42.421;1894.0;;False
524;Taşharman;Bitlis;Taşharman, Bitlis;38.702;42.333;949.0;;False
525;Tatvan;Bitlis;Tatvan, Bitlis;38.496;42.286;82103.0;;False
526;Yamaçköy;Bitlis;Yamaçköy, Bitlis;38.579;41.983;922.0;;False
527;Yeniköprü;Bitlis;Yeniköprü, Bitlis;38.731;42.416;941.0;;False
528;Yolalan;Bitlis;Yolalan, Bitlis;38.271;42.308;3090.0;;False
529;Yoncabaşı;Bitlis;Yoncabaşı, Bitlis;38.442;42.35;882.0;;False
530;Yukarısüphan;Bitlis;Yukarısüphan, Bitlis;38.827;42.859;761.0;;False
531;Yuvalıdam;Bitlis;Yuvalıdam, Bitlis;38.253;41.734;830.0;;False
532;Bolu;Bolu;Bolu, Bolu;40.736;31.609;186078.0;Karaköy, Kürkçüler;True
533;Çaygökpınar;Bolu;Çaygökpınar, Bolu;40.71;31.724;760.0;;False
534;Doğancı;Bolu;Doğancı, Bolu;40.701;31.573;1034.0;;False
535;Dörtdivan;Bolu;Dörtdivan, Bolu;40.717;32.058;2681.0;;False
536;Gerede;Bolu;Gerede, Bolu;40.799;32.195;23879.0;;False
537;Gökçesu;Bolu;Gökçesu, Bolu;40.895;31.962;1741.0;;False
538;Gölköy;Bolu;Gölköy, Bolu;40.703;31.51;3521.0;;False
539;Göynük;Bolu;Göynük, Bolu;40.401;30.787;4332.0;;False
540;Karacasu;Bolu;Karacasu, Bolu;40.69;31.622;2199.0;;False
541;Kıbrıscık;Bolu;Kıbrıscık, Bolu;40.409;31.85;1107.0;;False
542;Mengen;Bolu;Mengen, Bolu;40.94;32.075;5436.0;;False
543;Mudurnu;Bolu;Mudurnu, Bolu;40.466;31.212;5428.0;;False
544;Seben;Bolu;Seben, Bolu;40.411;31.572;2339.0;;False
545;Taşkesti;Bolu;Taşkesti, Bolu;40.575;31.018;2304.0;;False
546;Yeniçağa;Bolu;Yeniçağa, Bolu;40.772;32.033;4429.0;;False
547;Ağlasun;Burdur;Ağlasun, Burdur;37.648;30.535;3510.0;;False
548;Altınyayla;Burdur;Altınyayla, Burdur;36.997;29.548;2936.0;;False
549;Askeriye;Burdur;Askeriye, Burdur;37.762;30.352;1389.0;;False
550;Bağsaray;Burdur;Bağsaray, Burdur;37.509;30.416;1294.0;;False
551;Bayır;Burdur;Bayır, Burdur;37.104;29.704;1140.0;Yeni;False
552;Bucak;Burdur;Bucak, Burdur;37.457;30.59;47150.0;;False
553;Büğdüz;Burdur;Büğdüz, Burdur;37.62;30.28;1506.0;;False
554;Burdur;Burdur;Burdur, Burdur;37.719;30.284;95907.0;;True
555;Çamlık;Burdur;Çamlık, Burdur;37.492;30.7;1280.0;;False
556;Çatağıl;Burdur;Çatağıl, Burdur;37.688;30.387;1331.0;;False
557;Çavdır;Burdur;Çavdır, Burdur;37.151;29.691;3786.0;;False
558;Çeltikçi;Burdur;Çeltikçi, Burdur;37.537;30.482;2025.0;;False
559;Gökçebağ;Burdur;Gökçebağ, Burdur;37.781;30.38;1211.0;;False
560;Gölhisar;Burdur;Gölhisar, Burdur;37.143;29.509;16806.0;;False
561;Gündoğdu;Burdur;Gündoğdu, Burdur;37.328;30.555;957.0;;False
562;Güney;Burdur;Güney, Burdur;37.498;29.554;1033.0;;False
563;Halıcılar;Burdur;Halıcılar, Burdur;37.707;30.401;1385.0;;False
564;Karamanlı;Burdur;Karamanlı, Burdur;37.373;29.82;6048.0;;False
565;Karapınar;Burdur;Karapınar, Burdur;37.358;30.533;829.0;;False
566;Kayaaltı;Burdur;Kayaaltı, Burdur;37.622;30.354;924.0;;False
567;Kayış;Burdur;Kayış, Burdur;37.544;30.348;1128.0;;False
568;Kemer;Burdur;Kemer, Burdur;37.353;30.063;1416.0;;False
569;Kestel;Burdur;Kestel, Burdur;37.422;30.405;751.0;;False
570;Kızılkaya;Burdur;Kızılkaya, Burdur;37.303;30.446;2898.0;;False
571;Kızılyaka;Burdur;Kızılyaka, Burdur;36.987;29.53;835.0;;False
572;Kocaaliler;Burdur;Kocaaliler, Burdur;37.317;30.737;1905.0;;False
573;Kozağacı;Burdur;Kozağacı, Burdur;37.065;29.675;1118.0;;False
574;Kozluca;Burdur;Kozluca, Burdur;37.494;30.133;980.0;;False
575;Kuşbaba;Burdur;Kuşbaba, Burdur;37.453;30.432;773.0;;False
576;Mamak;Burdur;Mamak, Burdur;37.569;30.575;949.0;Çanaklı;False
577;Salda;Burdur;Salda, Burdur;37.531;29.629;1073.0;;False
578;Söğüt;Burdur;Söğüt, Burdur;37.033;29.817;3121.0;;False
579;Susuz;Burdur;Susuz, Burdur;37.377;30.54;892.0;;False
580;Taşkapı;Burdur;Taşkapı, Burdur;37.642;30.418;773.0;;False
581;Tefenni;Burdur;Tefenni, Burdur;37.313;29.776;7050.0;;False
582;Yeşilbaşköy;Burdur;Yeşilbaşköy, Burdur;37.651;30.496;1318.0;;False
583;Yeşildere;Burdur;Yeşildere, Burdur;37.028;29.387;860.0;;False
584;Yeşilova;Burdur;Yeşilova, Burdur;37.508;29.753;5408.0;;False
585;Yusufça;Burdur;Yusufça, Burdur;37.198;29.529;2326.0;;False
586;Adatepe;Çanakkale;Adatepe, Çanakkale;40.394;26.792;1095.0;;False
587;Ağaköy;Çanakkale;Ağaköy, Çanakkale;40.268;27.149;2058.0;;False
588;Akçakoyun;Çanakkale;Akçakoyun, Çanakkale;39.815;27.161;895.0;;False
589;Ayvacık;Çanakkale;Ayvacık, Çanakkale;39.6;26.406;10284.0;;False
590;Balıklıçeşme;Çanakkale;Balıklıçeşme, Çanakkale;40.309;27.082;1142.0;;False
591;Bayramiç;Çanakkale;Bayramiç, Çanakkale;39.81;26.607;15892.0;;False
592;Biga;Çanakkale;Biga, Çanakkale;40.226;27.242;58505.0;Çavuşköy, Yenice;False
593;Bolayır;Çanakkale;Bolayır, Çanakkale;40.515;26.759;1000.0;;False
594;Bozcaada;Çanakkale;Bozcaada, Çanakkale;39.822;26.03;3120.0;;False
595;Çal;Çanakkale;Çal, Çanakkale;39.978;27.157;779.0;;False
596;Çan;Çanakkale;Çan, Çanakkale;40.03;27.048;31156.0;;False
597;Çanakkale;Çanakkale;Çanakkale, Çanakkale;40.149;26.405;143675.0;;True
598;Çardak;Çanakkale;Çardak, Çanakkale;40.374;26.716;3866.0;;False
599;Çınarlı;Çanakkale;Çınarlı, Çanakkale;40.052;26.388;2032.0;;False
600;Eceabat;Çanakkale;Eceabat, Çanakkale;40.185;26.356;5665.0;;False
601;Erenköy;Çanakkale;Erenköy, Çanakkale;40.015;26.333;1654.0;İntepe;False
602;Etili;Çanakkale;Etili, Çanakkale;39.985;26.897;1297.0;;False
603;Evciler;Çanakkale;Evciler, Çanakkale;39.777;26.774;1331.0;;False
604;Evreşe;Çanakkale;Evreşe, Çanakkale;40.665;26.879;2073.0;;False
605;Ezine;Çanakkale;Ezine, Çanakkale;39.787;26.335;14907.0;;False
606;Gelibolu;Çanakkale;Gelibolu, Çanakkale;40.409;26.672;31507.0;;False
607;Geyikli;Çanakkale;Geyikli, Çanakkale;39.805;26.204;3782.0;;False
608;Gökçeada;Çanakkale;Gökçeada, Çanakkale;40.193;25.895;7479.0;;False
609;Gülpınar;Çanakkale;Gülpınar, Çanakkale;39.53;26.116;1232.0;;False
610;Gümüşçay;Çanakkale;Gümüşçay, Çanakkale;40.283;27.281;1977.0;;False
611;Güzelyalı;Çanakkale;Güzelyalı, Çanakkale;40.047;26.349;1808.0;;False
612;Işıklar;Çanakkale;Işıklar, Çanakkale;40.149;26.497;1545.0;;False
613;Kalafat;Çanakkale;Kalafat, Çanakkale;40.226;27.28;1153.0;;False
614;Kalkım;Çanakkale;Kalkım, Çanakkale;39.811;27.21;2430.0;;False
615;Karabiga;Çanakkale;Karabiga, Çanakkale;40.404;27.301;2964.0;;False
616;Karacaören;Çanakkale;Karacaören, Çanakkale;40.171;26.45;1689.0;;False
617;Kavakköy;Çanakkale;Kavakköy, Çanakkale;40.604;26.883;1946.0;;False
618;Kepez;Çanakkale;Kepez, Çanakkale;40.096;26.393;35390.0;;False
619;Kocayayla;Çanakkale;Kocayayla, Çanakkale;40.09;26.988;945.0;;False
620;Kozçeşme;Çanakkale;Kozçeşme, Çanakkale;40.266;27.031;776.0;;False
621;Küçükkuyu;Çanakkale;Küçükkuyu, Çanakkale;39.547;26.603;10578.0;;False
622;Kumkale;Çanakkale;Kumkale, Çanakkale;39.98;26.234;970.0;;False
623;Lapseki;Çanakkale;Lapseki, Çanakkale;40.345;26.688;15593.0;;False
624;Mahmudiye;Çanakkale;Mahmudiye, Çanakkale;39.873;26.239;1234.0;;False
625;Örtülüce;Çanakkale;Örtülüce, Çanakkale;40.381;27.205;1193.0;;False
626;Pazarköy;Çanakkale;Pazarköy, Çanakkale;39.854;27.402;1334.0;;False
627;Pınarbaşı;Çanakkale;Pınarbaşı, Çanakkale;39.886;26.268;860.0;;False
628;Sarısöğüt;Çanakkale;Sarısöğüt, Çanakkale;39.736;26.386;1073.0;;False
629;Terzialan;Çanakkale;Terzialan, Çanakkale;39.963;27.022;1773.0;;False
630;Türkmenli;Çanakkale;Türkmenli, Çanakkale;39.765;26.497;860.0;;False
631;Umurbey;Çanakkale;Umurbey, Çanakkale;40.235;26.608;2354.0;;False
632;Yenibademli;Çanakkale;Yenibademli, Çanakkale;40.22;25.895;931.0;;False
633;Yenice;Çanakkale;Yenice, Çanakkale;39.93;27.259;8243.0;;False
634;Yeniçiftlik;Çanakkale;Yeniçiftlik, Çanakkale;40.301;27.183;1038.0;;False
635;Yolindi;Çanakkale;Yolindi, Çanakkale;40.144;27.37;784.0;;False
636;Atkaracalar;Çankırı;Atkaracalar, Çankırı;40.818;33.077;2007.0;;False
637;Çankırı;Çankırı;Çankırı, Çankırı;40.596;33.621;91383.0;;True
638;Çardaklı;Çankırı;Çardaklı, Çankırı;40.806;33.128;1452.0;;False
639;Çerkeş;Çankırı;Çerkeş, Çankırı;40.81;32.891;9427.0;;False
640;Dodurga;Çankırı;Dodurga, Çankırı;40.601;32.988;2019.0;;False
641;Eldivan;Çankırı;Eldivan, Çankırı;40.53;33.503;3456.0;;False
642;Gümerdiğin;Çankırı;Gümerdiğin, Çankırı;40.442;33.258;1095.0;;False
643;Ilgaz;Çankırı;Ilgaz, Çankırı;40.926;33.628;7796.0;;False
644;Kalfat;Çankırı;Kalfat, Çankırı;40.668;33.103;1424.0;;False
645;Kızılırmak;Çankırı;Kızılırmak, Çankırı;40.348;33.988;2384.0;;False
646;Korgun;Çankırı;Korgun, Çankırı;40.737;33.519;2370.0;;False
647;Kurşunlu;Çankırı;Kurşunlu, Çankırı;40.84;33.261;5090.0;;False
648;Orta;Çankırı;Orta, Çankırı;40.626;33.11;3119.0;;False
649;Şabanözü;Çankırı;Şabanözü, Çankırı;40.479;33.282;7185.0;;False
650;Saçak;Çankırı;Saçak, Çankırı;40.781;33.015;1296.0;;False
651;Ünür;Çankırı;Ünür, Çankırı;40.588;34.004;785.0;;False
652;Yapraklı;Çankırı;Yapraklı, Çankırı;40.759;33.779;1797.0;;False
653;Yaylakent;Çankırı;Yaylakent, Çankırı;40.591;33.097;2579.0;;False
654;Yukarıöz;Çankırı;Yukarıöz, Çankırı;40.808;33.83;1065.0;;False
655;Ahacık;Çorum;Ahacık, Çorum;40.804;34.127;995.0;;False
656;Alaca;Çorum;Alaca, Çorum;40.169;34.842;19510.0;;False
657;Arifegazili;Çorum;Arifegazili, Çorum;40.223;34.534;1134.0;;False
658;Aşağıfındıklı;Çorum;Aşağıfındıklı, Çorum;40.269;34.416;867.0;;False
659;Aştavul;Çorum;Aştavul, Çorum;40.295;35.29;1952.0;Aşdağul;False
660;Bayat;Çorum;Bayat, Çorum;40.646;34.262;5613.0;;False
661;Boğazkale;Çorum;Boğazkale, Çorum;40.026;34.616;1203.0;;False
662;Çiftlikköy;Çorum;Çiftlikköy, Çorum;40.153;34.277;2216.0;Çiftlik;False
663;Çorum;Çorum;Çorum, Çorum;40.55;34.954;269594.0;;True
664;Danişment;Çorum;Danişment, Çorum;41.029;34.927;753.0;;False
665;Dodurga;Çorum;Dodurga, Çorum;40.856;34.808;2409.0;;False
666;Düvenci;Çorum;Düvenci, Çorum;40.66;35.165;1623.0;;False
667;Gökdere;Çorum;Gökdere, Çorum;41.048;35.031;971.0;;False
668;İskilip;Çorum;İskilip, Çorum;40.732;34.473;17612.0;;False
669;Karahacip;Çorum;Karahacip, Çorum;40.259;35.17;820.0;;False
670;Kargı;Çorum;Kargı, Çorum;41.135;34.488;5537.0;;False
671;Laçin;Çorum;Laçin, Çorum;40.77;34.896;1291.0;;False
672;Mecitözü;Çorum;Mecitözü, Çorum;40.521;35.296;4036.0;;False
673;Öbektaş;Çorum;Öbektaş, Çorum;41.038;34.963;1302.0;;False
674;Oğuzlar;Çorum;Oğuzlar, Çorum;40.754;34.704;2748.0;;False
675;Ortaköy;Çorum;Ortaköy, Çorum;40.273;35.246;2262.0;;False
676;Osmancık;Çorum;Osmancık, Çorum;40.971;34.802;30537.0;;False
677;Sungurlu;Çorum;Sungurlu, Çorum;40.162;34.376;30275.0;;False
678;Uğurludağ;Çorum;Uğurludağ, Çorum;40.446;34.455;2630.0;;False
679;Yekbas;Çorum;Yekbas, Çorum;40.055;34.613;834.0;Evren;False
680;Akçakoca;Düzce;Akçakoca, Düzce;41.088;31.125;27878.0;;False
681;Aksaklar;Düzce;Aksaklar, Düzce;40.986;31.475;804.0;;False
682;Aydınpınar;Düzce;Aydınpınar, Düzce;40.76;31.109;2712.0;;False
683;Bahçe;Düzce;Bahçe, Düzce;37.204;36.175;788.0;Bahçeköy;False
684;Ballıca;Düzce;Ballıca, Düzce;40.781;31.099;919.0;;False
685;Beyköy;Düzce;Beyköy, Düzce;40.776;31.172;5125.0;;False
686;Boğaziçi;Düzce;Boğaziçi, Düzce;40.943;31.164;2825.0;;False
687;Çiftlik;Düzce;Çiftlik, Düzce;40.901;31.224;792.0;Çiftlikköy;False
688;Çilimli;Düzce;Çilimli, Düzce;40.895;31.048;9936.0;;False
689;Cumayeri;Düzce;Cumayeri, Düzce;40.874;30.95;10908.0;;False
690;Darıyerihasanbey;Düzce;Darıyerihasanbey, Düzce;40.775;31.347;1833.0;;False
691;Darıyerimengencik;Düzce;Darıyerimengencik, Düzce;40.78;31.247;832.0;;False
692;Değirmenbaşı;Düzce;Değirmenbaşı, Düzce;40.78;31.183;806.0;;False
693;Doğanlı;Düzce;Doğanlı, Düzce;40.805;31.241;2102.0;;False
694;Düz;Düzce;Düz, Düzce;40.926;31.154;834.0;Düzköy;False
695;Düzce;Düzce;Düzce, Düzce;40.839;31.164;194097.0;Konuralp, Soğukpınar;False
696;Gölormanı;Düzce;Gölormanı, Düzce;40.756;31.082;1977.0;;False
697;Gölyaka;Düzce;Gölyaka, Düzce;40.781;30.975;10516.0;;False
698;Gümüşova;Düzce;Gümüşova, Düzce;40.847;30.94;9408.0;;False
699;Gümüşpınar;Düzce;Gümüşpınar, Düzce;40.821;31.223;892.0;;False
700;Günbaşı;Düzce;Günbaşı, Düzce;40.84;31.252;947.0;;False
701;Hacıyakup;Düzce;Hacıyakup, Düzce;40.761;31.013;1566.0;;False
702;İhsaniye;Düzce;İhsaniye, Düzce;40.846;31.078;826.0;;False
703;Kabalak;Düzce;Kabalak, Düzce;40.962;31.178;970.0;;False
704;Kaynaşlı;Düzce;Kaynaşlı, Düzce;40.776;31.305;10176.0;;False
705;Kirazlı;Düzce;Kirazlı, Düzce;40.809;31.209;769.0;;False
706;Kırık;Düzce;Kırık, Düzce;40.914;31.385;773.0;;False
707;Muncurlu;Düzce;Muncurlu, Düzce;40.817;31.244;1387.0;;False
708;Musababa;Düzce;Musababa, Düzce;40.831;31.232;779.0;;False
709;Otluoğlu;Düzce;Otluoğlu, Düzce;40.822;31.132;1975.0;;False
710;Pırpır;Düzce;Pırpır, Düzce;40.866;31.026;1384.0;;False
711;Saçmalıpınar;Düzce;Saçmalıpınar, Düzce;40.735;30.939;971.0;;False
712;Sarıçökek;Düzce;Sarıçökek, Düzce;40.785;31.318;827.0;;False
713;Şaziye;Düzce;Şaziye, Düzce;40.841;31.041;796.0;;False
714;Selamlar;Düzce;Selamlar, Düzce;40.858;30.954;781.0;;False
715;Üçköprü;Düzce;Üçköprü, Düzce;40.792;31.257;2296.0;;False
716;Üçyol;Düzce;Üçyol, Düzce;40.833;31.048;900.0;;False
717;Yeni Taşköprü;Düzce;Yeni Taşköprü, Düzce;40.831;31.098;2011.0;;False
718;Yenivakıf;Düzce;Yenivakıf, Düzce;40.9;31.089;1069.0;;False
719;Yığılca;Düzce;Yığılca, Düzce;40.961;31.442;3024.0;;False
720;Yörük;Düzce;Yörük, Düzce;40.9;31.191;2387.0;;False
721;Abalar;Edirne;Abalar, Edirne;41.546;26.742;1000.0;;False
722;Adasarhanlı;Edirne;Adasarhanlı, Edirne;41.083;26.358;809.0;;False
723;Aliçopehlivan;Edirne;Aliçopehlivan, Edirne;40.843;26.441;1782.0;;False
724;Beğendik;Edirne;Beğendik, Edirne;40.931;26.575;3206.0;;False
725;Edirne;Edirne;Edirne, Edirne;41.678;26.555;180002.0;;True
726;Enez;Edirne;Enez, Edirne;40.725;26.085;4301.0;;False
727;Esetçe;Edirne;Esetçe, Edirne;40.87;26.444;2155.0;;False
728;Hacı;Edirne;Hacı, Edirne;40.98;26.549;1034.0;;False
729;Harmanlı;Edirne;Harmanlı, Edirne;41.098;26.746;891.0;;False
730;Havsa;Edirne;Havsa, Edirne;41.55;26.821;8702.0;;False
731;İbriktepe;Edirne;İbriktepe, Edirne;41.011;26.503;1127.0;;False
732;İpsala;Edirne;İpsala, Edirne;40.93;26.395;8546.0;;False
733;İzzetiye;Edirne;İzzetiye, Edirne;40.813;26.646;1135.0;;False
734;Kemal;Edirne;Kemal, Edirne;41.736;26.395;824.0;Kemalköy;False
735;Keşan;Edirne;Keşan, Edirne;40.855;26.63;62399.0;;False
736;Kırcasalih;Edirne;Kırcasalih, Edirne;41.389;26.797;2503.0;;False
737;Kocahıdır;Edirne;Kocahıdır, Edirne;40.81;26.405;985.0;;False
738;Koyuntepe;Edirne;Koyuntepe, Edirne;40.769;26.345;981.0;;False
739;Kumdere;Edirne;Kumdere, Edirne;40.866;26.367;841.0;;False
740;Küplü;Edirne;Küplü, Edirne;41.107;26.352;2153.0;;False
741;Kurtbey;Edirne;Kurtbey, Edirne;41.146;26.579;1128.0;;False
742;Lalapaşa;Edirne;Lalapaşa, Edirne;41.84;26.736;1560.0;;False
743;Mecidiye;Edirne;Mecidiye, Edirne;40.641;26.537;840.0;;False
744;Meriç;Edirne;Meriç, Edirne;41.221;26.332;2820.0;;False
745;Oğulpaşa;Edirne;Oğulpaşa, Edirne;41.604;26.753;788.0;;False
746;Osmanlı;Edirne;Osmanlı, Edirne;41.589;26.836;924.0;;False
747;Paşaköy;Edirne;Paşaköy, Edirne;40.852;26.319;925.0;;False
748;Paşayiğit;Edirne;Paşayiğit, Edirne;40.959;26.637;1308.0;;False
749;Siğilli;Edirne;Siğilli, Edirne;40.815;26.596;814.0;;False
750;Subaşı;Edirne;Subaşı, Edirne;41.145;26.375;1865.0;;False
751;Süloğlu;Edirne;Süloğlu, Edirne;41.809;26.924;3211.0;;False
752;Sultan;Edirne;Sultan, Edirne;41.025;26.453;1155.0;;False
753;Sultaniçe;Edirne;Sultaniçe, Edirne;40.628;26.159;985.0;;False
754;Tayakadın;Edirne;Tayakadın, Edirne;41.576;26.66;1476.0;;False
755;Türkmen;Edirne;Türkmen, Edirne;40.809;26.504;981.0;;False
756;Uzunköprü;Edirne;Uzunköprü, Edirne;41.269;26.688;39577.0;;False
757;Yenikarpuzlu;Edirne;Yenikarpuzlu, Edirne;40.833;26.296;2984.0;;False
758;Yenimuhacir;Edirne;Yenimuhacir, Edirne;40.858;26.696;1976.0;;False
759;Ağın;Elâzığ;Ağın, Elâzığ;38.942;38.716;1625.0;;False
760;Akçakiraz;Elâzığ;Akçakiraz, Elâzığ;38.618;39.27;6986.0;;False
761;Alacakaya;Elâzığ;Alacakaya, Elâzığ;38.453;39.851;2437.0;;False
762;Arıcak;Elâzığ;Arıcak, Elâzığ;38.565;40.135;3113.0;;False
763;Bahçekapı;Elâzığ;Bahçekapı, Elâzığ;38.566;39.268;1141.0;;False
764;Baltaşı;Elâzığ;Baltaşı, Elâzığ;38.588;39.788;957.0;;False
765;Baskil;Elâzığ;Baskil, Elâzığ;38.57;38.823;4705.0;;False
766;Beyhan;Elâzığ;Beyhan, Elâzığ;38.733;40.133;1625.0;;False
767;Bükardı;Elâzığ;Bükardı, Elâzığ;38.469;40.173;2080.0;;False
768;Çakırkaş;Elâzığ;Çakırkaş, Elâzığ;38.767;39.971;1153.0;;False
769;Ekinözü;Elâzığ;Ekinözü, Elâzığ;38.783;39.873;855.0;;False
770;Elâzığ;Elâzığ;Elâzığ, Elâzığ;38.675;39.222;387072.0;;True
771;Erimli;Elâzığ;Erimli, Elâzığ;38.524;40.018;2438.0;;False
772;Gezin;Elâzığ;Gezin, Elâzığ;38.513;39.551;993.0;;False
773;Güneyçayırı;Elâzığ;Güneyçayırı, Elâzığ;38.67;39.289;6611.0;;False
774;Hankendi;Elâzığ;Hankendi, Elâzığ;38.573;39.06;848.0;;False
775;Kapıaçmaz;Elâzığ;Kapıaçmaz, Elâzığ;38.708;39.882;755.0;;False
776;Karakoçan;Elâzığ;Karakoçan, Elâzığ;39.036;40.104;15200.0;;False
777;Keban;Elâzığ;Keban, Elâzığ;38.793;38.744;3855.0;;False
778;Kovancılar;Elâzığ;Kovancılar, Elâzığ;38.718;39.869;24764.0;;False
779;Küplüce;Elâzığ;Küplüce, Elâzığ;38.537;40.175;792.0;;False
780;Kuyulu;Elâzığ;Kuyulu, Elâzığ;38.566;39.247;1078.0;;False
781;Maden;Elâzığ;Maden, Elâzığ;38.39;39.669;3329.0;;False
782;Mollakendi;Elâzığ;Mollakendi, Elâzığ;38.582;39.338;2297.0;;False
783;Palu;Elâzığ;Palu, Elâzığ;38.704;39.951;9705.0;;False
784;Şahinkaya;Elâzığ;Şahinkaya, Elâzığ;38.693;39.144;1995.0;;False
785;Sarıcan;Elâzığ;Sarıcan, Elâzığ;38.903;40.134;2113.0;;False
786;Sivrice;Elâzığ;Sivrice, Elâzığ;38.447;39.312;3341.0;;False
787;Üçocak;Elâzığ;Üçocak, Elâzığ;38.477;40.245;2401.0;;False
788;Yarımca;Elâzığ;Yarımca, Elâzığ;38.658;39.762;986.0;;False
789;Yazıkonak;Elâzığ;Yazıkonak, Elâzığ;38.609;39.303;9723.0;;False
790;Yemişlik;Elâzığ;Yemişlik, Elâzığ;38.613;39.203;983.0;;False
