index;City;State;city-state;Latitude;Longitude;Population;AlternateNames;isStateCapital
0;Bardo;Dolnośląskie;Bardo, Dolnośląskie;50.505;16.74;2309;;False
1;Bielawa;Dolnośląskie;Bielawa, Dolnośląskie;50.684;16.612;28027;;False
2;Bierutów;Dolnośląskie;Bierutów, Dolnośląskie;51.125;17.547;4459;;False
3;Bogatynia;Dolnośląskie;Bogatynia, Dolnośląskie;50.907;14.956;16020;;False
4;Boguszów-Gorce;Dolnośląskie;Boguszów-Gorce, Dolnośląskie;50.756;16.205;14166;;False
5;Bolesławiec;Dolnośląskie;Bolesławiec, Dolnośląskie;51.263;15.565;37055;;False
6;Bolków;Dolnośląskie;Bolków, Dolnośląskie;50.925;16.104;4632;;False
7;Brzeg Dolny;Dolnośląskie;Brzeg Dolny, Dolnośląskie;51.273;16.709;12536;;False
8;Bystrzyca Kłodzka;Dolnośląskie;Bystrzyca Kłodzka, Dolnośląskie;50.299;16.642;8939;;False
9;Chocianów;Dolnośląskie;Chocianów, Dolnośląskie;51.417;15.905;7356;;False
10;Chojnów;Dolnośląskie;Chojnów, Dolnośląskie;51.273;15.937;12361;;False
11;Duszniki-Zdrój;Dolnośląskie;Duszniki-Zdrój, Dolnośląskie;50.396;16.389;4001;;False
12;Dzierżoniów;Dolnośląskie;Dzierżoniów, Dolnośląskie;50.728;16.651;30614;;False
13;Głogów;Dolnośląskie;Głogów, Dolnośląskie;51.663;16.093;62049;;False
14;Głuszyca;Dolnośląskie;Głuszyca, Dolnośląskie;50.685;16.372;5924;;False
15;Góra;Dolnośląskie;Góra, Dolnośląskie;51.67;16.538;10700;;False
16;Gryfów Śląski;Dolnośląskie;Gryfów Śląski, Dolnośląskie;51.035;15.412;6104;;False
17;Jawor;Dolnośląskie;Jawor, Dolnośląskie;51.05;16.193;20503;;False
18;Jaworzyna Śląska;Dolnośląskie;Jaworzyna Śląska, Dolnośląskie;50.912;16.435;5035;;False
19;Jedlina-Zdrój;Dolnośląskie;Jedlina-Zdrój, Dolnośląskie;50.726;16.349;4623;;False
20;Jelcz-Laskowice;Dolnośląskie;Jelcz-Laskowice, Dolnośląskie;51.021;17.316;15004;;False
21;Jelenia Góra;Dolnośląskie;Jelenia Góra, Dolnośląskie;50.903;15.734;75124;;False
22;Kamieniec Ząbkowicki;Dolnośląskie;Kamieniec Ząbkowicki, Dolnośląskie;50.524;16.876;4309;;False
23;Kamienna Góra;Dolnośląskie;Kamienna Góra, Dolnośląskie;50.785;16.025;17110;;False
24;Karpacz;Dolnośląskie;Karpacz, Dolnośląskie;50.776;15.756;4208;;False
25;Kąty Wrocławskie;Dolnośląskie;Kąty Wrocławskie, Dolnośląskie;51.031;16.768;7168;;False
26;Kłodzko;Dolnośląskie;Kłodzko, Dolnośląskie;50.434;16.661;24810;;False
27;Kowary;Dolnośląskie;Kowary, Dolnośląskie;50.792;15.838;9745;;False
28;Kudowa-Zdrój;Dolnośląskie;Kudowa-Zdrój, Dolnośląskie;50.443;16.243;9280;;False
29;Lądek-Zdrój;Dolnośląskie;Lądek-Zdrój, Dolnośląskie;50.343;16.88;4946;;False
30;Legnica;Dolnośląskie;Legnica, Dolnośląskie;51.208;16.161;91948;;False
31;Leśna;Dolnośląskie;Leśna, Dolnośląskie;51.023;15.264;3995;;False
32;Lubań;Dolnośląskie;Lubań, Dolnośląskie;51.117;15.29;19545;;False
33;Lubawka;Dolnośląskie;Lubawka, Dolnośląskie;50.703;16.0;5536;;False
34;Lubin;Dolnośląskie;Lubin, Dolnośląskie;51.397;16.206;67620;;False
35;Lubomierz;Dolnośląskie;Lubomierz, Dolnośląskie;51.012;15.51;1775;;False
36;Lwówek Śląski;Dolnośląskie;Lwówek Śląski, Dolnośląskie;51.109;15.581;8132;;False
37;Międzybórz;Dolnośląskie;Międzybórz, Dolnośląskie;51.397;17.667;2314;;False
38;Międzylesie;Dolnośląskie;Międzylesie, Dolnośląskie;50.147;16.666;2375;;False
39;Miękinia;Dolnośląskie;Miękinia, Dolnośląskie;51.189;16.736;2094;;False
40;Mieroszów;Dolnośląskie;Mieroszów, Dolnośląskie;50.665;16.189;3729;;False
41;Milicz;Dolnośląskie;Milicz, Dolnośląskie;51.528;17.271;10771;;False
42;Mirsk;Dolnośląskie;Mirsk, Dolnośląskie;50.969;15.386;3619;;False
43;Niemcza;Dolnośląskie;Niemcza, Dolnośląskie;50.721;16.832;2683;;False
44;Nowa Ruda;Dolnośląskie;Nowa Ruda, Dolnośląskie;50.579;16.502;20421;;False
45;Nowogrodziec;Dolnośląskie;Nowogrodziec, Dolnośląskie;51.197;15.399;4102;;False
46;Oborniki Śląskie;Dolnośląskie;Oborniki Śląskie, Dolnośląskie;51.301;16.916;8990;;False
47;Oława;Dolnośląskie;Oława, Dolnośląskie;50.945;17.295;33166;;False
48;Oleśnica;Dolnośląskie;Oleśnica, Dolnośląskie;51.21;17.379;35132;;False
49;Olszyna;Dolnośląskie;Olszyna, Dolnośląskie;51.065;15.376;4288;;False
50;Piechowice;Dolnośląskie;Piechowice, Dolnośląskie;50.848;15.601;5743;;False
51;Pieńsk;Dolnośląskie;Pieńsk, Dolnośląskie;51.25;15.043;5454;;False
52;Pieszyce;Dolnośląskie;Pieszyce, Dolnośląskie;50.712;16.582;6765;;False
53;Piława Górna;Dolnośląskie;Piława Górna, Dolnośląskie;50.682;16.743;5904;;False
54;Polanica-Zdrój;Dolnośląskie;Polanica-Zdrój, Dolnośląskie;50.405;16.513;5937;;False
55;Polkowice;Dolnośląskie;Polkowice, Dolnośląskie;51.504;16.068;21350;;False
56;Prochowice;Dolnośląskie;Prochowice, Dolnośląskie;51.274;16.365;3496;;False
57;Prusice;Dolnośląskie;Prusice, Dolnośląskie;51.371;16.96;2144;;False
58;Przemków;Dolnośląskie;Przemków, Dolnośląskie;51.527;15.785;5598;;False
59;Radków;Dolnośląskie;Radków, Dolnośląskie;50.505;16.398;2245;;False
60;Ścinawa;Dolnośląskie;Ścinawa, Dolnośląskie;51.413;16.433;5251;;False
61;Siechnice;Dolnośląskie;Siechnice, Dolnośląskie;51.036;17.15;10991;;False
62;Sobótka;Dolnośląskie;Sobótka, Dolnośląskie;50.898;16.746;7022;;False
63;Środa Śląska;Dolnośląskie;Środa Śląska, Dolnośląskie;51.164;16.593;9540;;False
64;Stronie Śląskie;Dolnośląskie;Stronie Śląskie, Dolnośląskie;50.296;16.873;4992;;False
65;Strzegom;Dolnośląskie;Strzegom, Dolnośląskie;50.96;16.351;14940;;False
66;Strzelin;Dolnośląskie;Strzelin, Dolnośląskie;50.781;17.065;11936;;False
67;Świdnica;Dolnośląskie;Świdnica, Dolnośląskie;50.843;16.488;52874;;False
68;Świebodzice;Dolnośląskie;Świebodzice, Dolnośląskie;50.86;16.32;21805;;False
69;Świeradów-Zdrój;Dolnośląskie;Świeradów-Zdrój, Dolnośląskie;50.909;15.343;3960;;False
70;Świerzawa;Dolnośląskie;Świerzawa, Dolnośląskie;51.014;15.896;2003;;False
71;Syców;Dolnośląskie;Syców, Dolnośląskie;51.308;17.721;9938;;False
72;Szczawno-Zdrój;Dolnośląskie;Szczawno-Zdrój, Dolnośląskie;50.811;16.247;5240;;False
73;Szczytna;Dolnośląskie;Szczytna, Dolnośląskie;50.412;16.446;4788;;False
74;Szklarska Poręba;Dolnośląskie;Szklarska Poręba, Dolnośląskie;50.827;15.526;5776;;False
75;Trzebnica;Dolnośląskie;Trzebnica, Dolnośląskie;51.31;17.063;13655;;False
76;Twardogóra;Dolnośląskie;Twardogóra, Dolnośląskie;51.368;17.465;6177;;False
77;Wałbrzych;Dolnośląskie;Wałbrzych, Dolnośląskie;50.766;16.283;100294;;False
78;Wąsosz;Dolnośląskie;Wąsosz, Dolnośląskie;51.565;16.694;2551;;False
79;Węgliniec;Dolnośląskie;Węgliniec, Dolnośląskie;51.289;15.218;2662;;False
80;Wiązów;Dolnośląskie;Wiązów, Dolnośląskie;50.814;17.202;2254;;False
81;Wleń;Dolnośląskie;Wleń, Dolnośląskie;51.015;15.675;1569;;False
82;Wojcieszów;Dolnośląskie;Wojcieszów, Dolnośląskie;50.952;15.923;3431;;False
83;Wołów;Dolnośląskie;Wołów, Dolnośląskie;51.336;16.644;12010;;False
84;Wrocław;Dolnośląskie;Wrocław, Dolnośląskie;51.11;17.031;673743;;True
85;Ząbkowice Śląskie;Dolnośląskie;Ząbkowice Śląskie, Dolnośląskie;50.589;16.813;14240;;False
86;Żarów;Dolnośląskie;Żarów, Dolnośląskie;50.942;16.498;6424;;False
87;Zawidów;Dolnośląskie;Zawidów, Dolnośląskie;51.025;15.062;3761;;False
88;Zgorzelec;Dolnośląskie;Zgorzelec, Dolnośląskie;51.15;15.01;28931;;False
89;Ziębice;Dolnośląskie;Ziębice, Dolnośląskie;50.601;17.043;7981;;False
90;Złotoryja;Dolnośląskie;Złotoryja, Dolnośląskie;51.126;15.921;14168;;False
91;Złoty Stok;Dolnośląskie;Złoty Stok, Dolnośląskie;50.443;16.872;2432;;False
92;Żmigród;Dolnośląskie;Żmigród, Dolnośląskie;51.467;16.906;6177;;False
93;Aleksandrów Kujawski;Kujawsko-Pomorskie;Aleksandrów Kujawski, Kujawsko-Pomorskie;52.877;18.693;11474;;False
94;Barcin;Kujawsko-Pomorskie;Barcin, Kujawsko-Pomorskie;52.866;17.946;6926;;False
95;Brodnica;Kujawsko-Pomorskie;Brodnica, Kujawsko-Pomorskie;53.257;19.403;28190;;False
96;Brześć Kujawski;Kujawsko-Pomorskie;Brześć Kujawski, Kujawsko-Pomorskie;52.607;18.901;4525;;False
97;Bydgoszcz;Kujawsko-Pomorskie;Bydgoszcz, Kujawsko-Pomorskie;53.125;18.003;326434;;True
98;Chełmno;Kujawsko-Pomorskie;Chełmno, Kujawsko-Pomorskie;53.35;18.434;18052;;False
99;Chełmża;Kujawsko-Pomorskie;Chełmża, Kujawsko-Pomorskie;53.184;18.605;13691;;False
100;Chodecz;Kujawsko-Pomorskie;Chodecz, Kujawsko-Pomorskie;52.404;19.028;1705;;False
101;Ciechocinek;Kujawsko-Pomorskie;Ciechocinek, Kujawsko-Pomorskie;52.879;18.795;10153;;False
102;Dobrzyń nad Wisłą;Kujawsko-Pomorskie;Dobrzyń nad Wisłą, Kujawsko-Pomorskie;52.639;19.319;1962;;False
103;Gniewkowo;Kujawsko-Pomorskie;Gniewkowo, Kujawsko-Pomorskie;52.893;18.413;6677;;False
104;Golub-Dobrzyń;Kujawsko-Pomorskie;Golub-Dobrzyń, Kujawsko-Pomorskie;53.111;19.054;11261;;False
105;Górzno;Kujawsko-Pomorskie;Górzno, Kujawsko-Pomorskie;53.197;19.643;1391;;False
106;Grudziądz;Kujawsko-Pomorskie;Grudziądz, Kujawsko-Pomorskie;53.491;18.753;88658;;False
107;Inowrocław;Kujawsko-Pomorskie;Inowrocław, Kujawsko-Pomorskie;52.795;18.26;67378;;False
108;Izbica Kujawska;Kujawsko-Pomorskie;Izbica Kujawska, Kujawsko-Pomorskie;52.421;18.762;2460;;False
109;Jabłonowo Pomorskie;Kujawsko-Pomorskie;Jabłonowo Pomorskie, Kujawsko-Pomorskie;53.389;19.154;3648;;False
110;Janikowo;Kujawsko-Pomorskie;Janikowo, Kujawsko-Pomorskie;52.754;18.114;8136;;False
